articulo,all_text,link
ARTÍCULO 4.6.2.2. TARIFA MÍNIMA PARA LA INTERCONEXIÓN ENTRE OPERADORES DE MENSAJERÍA ESPECIALIZADA MASIVA. ,ARTÍCULO 4.6.2.2. TARIFA MÍNIMA PARA LA INTERCONEXIÓN ENTRE OPERADORES DE MENSAJERÍA ESPECIALIZADA MASIVA. <Artículo derogado por el artículo 80 de la Resolución 5586 de 2019> ,https://normograma.info/crc/docs/resolucion_crc_5586_2019.htm#80
ARTÍCULO 4.6.2.3. ACTUALIZACIÓN TARIFARIA. ,ARTÍCULO 4.6.2.3. ACTUALIZACIÓN TARIFARIA. <Artículo derogado por el artículo 80 de la Resolución 5586 de 2019> ,https://normograma.info/crc/docs/resolucion_crc_5586_2019.htm#80
ARTÍCULO 4.6.2.4. REVISIÓN DE LAS TARIFAS MÍNIMAS. ,ARTÍCULO 4.6.2.4. REVISIÓN DE LAS TARIFAS MÍNIMAS. <Artículo derogado por el artículo 80 de la Resolución 5586 de 2019> ,https://normograma.info/crc/docs/resolucion_crc_5586_2019.htm#80
ARTÍCULO 4.7.5.1. ACTUALIZACIÓN DE LA OBI. ,ARTÍCULO 4.7.5.1. ACTUALIZACIÓN DE LA OBI. <Artículo derogado por el artículo 80 de la Resolución 5586 de 2019> ,https://normograma.info/crc/docs/resolucion_crc_5586_2019.htm#80
ARTÍCULO 4.7.5.2. REPORTE DE INFORMACIÓN. ,ARTÍCULO 4.7.5.2. REPORTE DE INFORMACIÓN. <Artículo derogado por el artículo 80 de la Resolución 5586 de 2019> ,https://normograma.info/crc/docs/resolucion_crc_5586_2019.htm#80
ARTÍCULO 4.7.5.3. ACTUALIZACIÓN DE ACUERDOS DE ROAMING AUTOMÁTICO NACIONAL. ,ARTÍCULO 4.7.5.3. ACTUALIZACIÓN DE ACUERDOS DE ROAMING AUTOMÁTICO NACIONAL.  <Artículo derogado por el artículo 80 de la Resolución 5586 de 2019> ,https://normograma.info/crc/docs/resolucion_crc_5586_2019.htm#80
ARTÍCULO 4.8.1.4. REGISTRO DE LA OFERTA DE ACCESO A LAS CABEZAS DE CABLE SUBMARINO. ,ARTÍCULO 4.8.1.4. REGISTRO DE LA OFERTA DE ACCESO A LAS CABEZAS DE CABLE SUBMARINO. <Artículo derogado por el artículo 11 de la Resolución 3496 de 2011> ,https://normograma.info/crc/docs/resolucion_crc_3496_2011.htm#11
ARTÍCULO 4.12.1.3. PLAZOS DE IMPLEMENTACIÓN. ,ARTÍCULO 4.12.1.3. PLAZOS DE IMPLEMENTACIÓN. <Artículo derogado por el artículo 80 de la Resolución 5586 de 2019> ,https://normograma.info/crc/docs/resolucion_crc_5586_2019.htm#80
ARTÍCULO 4.14.3.1. PLAZO DE IMPLEMENTACIÓN. ,ARTÍCULO 4.14.3.1. PLAZO DE IMPLEMENTACIÓN. <Artículo derogado por el artículo 80 de la Resolución 5586 de 2019> ,https://normograma.info/crc/docs/resolucion_crc_5586_2019.htm#80
<ARTÍCULO> 4.14.3.1.1.,<ARTÍCULO> 4.14.3.1.1.  <Artículo derogado por el artículo 80 de la Resolución 5586 de 2019> ,https://normograma.info/crc/docs/resolucion_crc_5586_2019.htm#80
ARTÍCULO 4.14.3.2.,"ARTÍCULO 4.14.3.2. <sic, 4.14.3.1.2>. <Artículo derogado por el artículo 80 de la Resolución 5586 de 2019> ",https://normograma.info/crc/docs/resolucion_crc_5586_2019.htm#80
ARTÍCULO 5.1.2.4. MEDICIÓN DE INDICADORES. ,ARTÍCULO 5.1.2.4. MEDICIÓN DE INDICADORES. <Artículo derogado por el artículo 11 de la Resolución 5078 de 2016> ,https://normograma.info/crc/docs/resolucion_crc_5078_2016.htm#11
ARTÍCULO 5.1.2.5. MECANISMO DE VERIFICACIÓN DE VELOCIDAD. ,ARTÍCULO 5.1.2.5. MECANISMO DE VERIFICACIÓN DE VELOCIDAD. <Artículo derogado por el artículo 11 de la Resolución 5078 de 2016> ,https://normograma.info/crc/docs/resolucion_crc_5078_2016.htm#11
ARTÍCULO 5.1.5.4. OTRAS DISPOSICIONES. ,ARTÍCULO 5.1.5.4. OTRAS DISPOSICIONES. <Artículo derogado por el artículo 11 de la Resolución 5078 de 2016> ,https://normograma.info/crc/docs/resolucion_crc_5078_2016.htm#11
ARTÍCULO 5.2.4.4. PLAZO DE IMPLEMENTACIÓN. ,ARTÍCULO 5.2.4.4. PLAZO DE IMPLEMENTACIÓN. <Artículo derogado por el artículo 80 de la Resolución 5586 de 2019> ,https://normograma.info/crc/docs/resolucion_crc_5586_2019.htm#80
ARTÍCULO 5.4.6.2. SANCIONES. ,ARTÍCULO 5.4.6.2. SANCIONES. <Artículo derogado por el artículo 80 de la Resolución 5586 de 2019> ,https://normograma.info/crc/docs/resolucion_crc_5586_2019.htm#80
ARTÍCULO 6.1.3.4. REUBICACIÓN DEL NÚMERO DE ABONADO. ,ARTÍCULO 6.1.3.4. REUBICACIÓN DEL NÚMERO DE ABONADO. <Artículo derogado por el artículo 80 de la Resolución 5586 de 2019> ,https://normograma.info/crc/docs/resolucion_crc_5586_2019.htm#80
ARTÍCULO 6.1.7.7.,ARTÍCULO 6.1.7.7. <Artículo derogado por el artículo 80 de la Resolución 5586 de 2019> ,https://normograma.info/crc/docs/resolucion_crc_5586_2019.htm#80
ARTÍCULO 6.1.7.8.,ARTÍCULO 6.1.7.8. <Artículo derogado por el artículo 80 de la Resolución 5586 de 2019> ,https://normograma.info/crc/docs/resolucion_crc_5586_2019.htm#80
ARTÍCULO 6.1.7.10. IMPLEMENTACIÓN INICIAL A LÍNEAS 1XY (1XY -141). ,ARTÍCULO 6.1.7.10. IMPLEMENTACIÓN INICIAL A LÍNEAS 1XY (1XY -141). <Artículo derogado por el artículo 80 de la Resolución 5586 de 2019> ,https://normograma.info/crc/docs/resolucion_crc_5586_2019.htm#80
ARTÍCULO 6.1.7.11. PERÍODO DE TRANSICIÓN. ,ARTÍCULO 6.1.7.11. PERÍODO DE TRANSICIÓN. <Artículo derogado por el artículo 80 de la Resolución 5586 de 2019> ,https://normograma.info/crc/docs/resolucion_crc_5586_2019.htm#80
ARTÍCULO 6.1.9.1. AUTORIZACIÓN PARA EL USO DE NORMAS RELATIVAS A LOS SERVICIOS SUPLEMENTARIOS. ,ARTÍCULO 6.1.9.1. AUTORIZACIÓN PARA EL USO DE NORMAS RELATIVAS A LOS SERVICIOS SUPLEMENTARIOS. <Artículo derogado por el artículo 80 de la Resolución 5586 de 2019> ,https://normograma.info/crc/docs/resolucion_crc_5586_2019.htm#80
ARTÍCULO 6.1.10.2. ADMINISTRACIÓN Y ASIGNACIÓN DE CODIGOS DE PUNTOS DE SEÑALIZACIÓN POR PARTE DE LOS OPERADORES QUE SEPAREN SU RED. ,ARTÍCULO 6.1.10.2. ADMINISTRACIÓN Y ASIGNACIÓN DE CODIGOS DE PUNTOS DE SEÑALIZACIÓN POR PARTE DE LOS OPERADORES QUE SEPAREN SU RED. <Artículo derogado por el artículo 80 de la Resolución 5586 de 2019> ,https://normograma.info/crc/docs/resolucion_crc_5586_2019.htm#80
ARTÍCULO 6.1.14.1. NUMERACIÓN PARA TELÉFONOS PÚBLICOS. ,ARTÍCULO 6.1.14.1. NUMERACIÓN PARA TELÉFONOS PÚBLICOS. <Artículo derogado por el artículo 80 de la Resolución 5586 de 2019> ,https://normograma.info/crc/docs/resolucion_crc_5586_2019.htm#80
ARTÍCULO 6.1.14.2. PRIMER REPORTE DE IMPLEMENTACIÓN Y PREVISIÓN DE NUMERACIÓN. ,ARTÍCULO 6.1.14.2. PRIMER REPORTE DE IMPLEMENTACIÓN Y PREVISIÓN DE NUMERACIÓN. <Artículo derogado por el artículo 80 de la Resolución 5586 de 2019> ,https://normograma.info/crc/docs/resolucion_crc_5586_2019.htm#80
ARTÍCULO 6.2.1.19. TRANSICIÓN. ,ARTÍCULO 6.2.1.19. TRANSICIÓN. <Artículo derogado por el artículo 80 de la Resolución 5586 de 2019> ,https://normograma.info/crc/docs/resolucion_crc_5586_2019.htm#80
ARTÍCULO 7.2.1.1. OBJETO. ,ARTÍCULO 7.2.1.1. OBJETO. <Artículo derogado por el artículo 80 de la Resolución 5586 de 2019> ,https://normograma.info/crc/docs/resolucion_crc_5586_2019.htm#80
ARTÍCULO 8.2.2.1.,ARTÍCULO 8.2.2.1. <Artículo derogado por el artículo 3 de la Resolución 5405 de 2018> ,https://normograma.info/crc/docs/resolucion_crc_5405_2018.htm#3
ARTÍCULO 9.2.2.6. IMPLEMENTACIÓN.,ARTÍCULO 9.2.2.6. IMPLEMENTACIÓN. <Artículo derogado por el artículo 80 de la Resolución 5586 de 2019> ,https://normograma.info/crc/docs/resolucion_crc_5586_2019.htm#80
